,Multiple All,Multiple Fatal,Single All,Single Fatal,Total All,Total Fatal,end_date,start_date,total_reactions,first_react
Etravirine,0,0,1,0,1,0,2015-12-11,1963-07-01,228,2006-12-20
Etretinate,0,0,2,0,2,0,2012-11-05,1963-07-01,845,1980-12-25
Eucalyptus,0,0,0,0,0,0,2016-01-13,1963-07-01,160,1973-11-10
Eucommia Ulmoides,0,0,0,0,0,0,2012-05-12,1963-07-01,32,2007-12-07
Eudragits,0,0,0,0,0,0,2011-12-12,1963-07-01,6,2010-02-25
Eugenia,0,0,0,0,0,0,2014-06-24,1963-07-01,4,
Eugenol,0,0,0,0,0,0,2014-02-04,1963-07-01,20,1983-04-21
Eupatorium,0,0,0,0,0,0,2012-01-16,1963-07-01,2,
Eupatorium Perfoliatum,0,0,0,0,0,0,2015-12-04,1963-07-01,4,
Euphrasia,0,0,0,0,0,0,2013-12-30,1963-07-01,6,2003-08-09
Euryale,0,0,0,0,0,0,2012-06-01,1963-07-01,5,
Euterpe,0,0,0,0,0,0,2015-08-28,1963-07-01,22,2008-08-26
Everolimus,0,0,0,0,0,0,2016-02-08,1963-07-01,1203,2009-10-08
Evodia,0,0,0,0,0,0,2012-05-12,1963-07-01,6,
Evodiae,0,0,0,0,0,0,2008-09-02,1963-07-01,6,
Examestane,0,0,0,0,0,0,2012-07-05,1963-07-01,3,
Exametazime,0,0,0,0,0,0,2012-05-12,1963-07-01,53,1989-04-04
Exemestane,0,0,0,0,0,0,2016-02-08,1963-07-01,655,2000-03-28
Exenatide,0,0,0,0,0,0,2016-02-08,1963-07-01,2749,2007-06-02
Ezetimibe,1,0,4,0,5,0,2016-01-29,1963-07-01,2722,1997-02-06
Factor I,0,0,0,0,0,0,2016-02-02,1963-07-01,88,2004-07-27
Factor Ii,0,0,0,0,0,0,2016-02-02,1963-07-01,115,1969-10-31
Factor Ix,0,0,0,0,0,0,2016-02-02,1963-07-01,237,1993-02-23
Factor Vii,0,0,0,0,0,0,2016-02-03,1963-07-01,251,2000-04-15
Factor Viii Recombinant,0,0,0,0,0,0,2016-02-08,1963-07-01,399,1996-11-18
Factor Viii Unspecified,0,0,0,0,0,0,2016-02-04,1963-07-01,376,
Factor X,0,0,0,0,0,0,2016-02-02,1963-07-01,103,2003-02-06
Factor Xi,0,0,0,0,0,0,2015-11-03,1963-07-01,7,2011-08-05
Fagopyrum Esculentum,0,0,0,0,0,0,2014-08-25,1963-07-01,5,2005-06-05
Famciclovir,0,0,0,0,0,0,2016-02-09,1963-07-01,511,
Famotidine,0,0,0,0,0,0,2015-05-05,1963-07-01,598,1987-07-26
Fampridine,0,0,0,0,0,0,2016-02-09,1963-07-01,107,2012-09-03
Farletuzumab,0,0,0,0,0,0,2013-05-17,1963-07-01,10,2011-06-24
Fast Green Fcf,0,0,0,0,0,0,2014-12-01,1963-07-01,4,1998-03-22
Fats,0,0,0,0,0,0,2015-10-05,1963-07-01,18,2006-09-09
Fatty Acid Esters,0,0,0,0,0,0,2011-12-15,1963-07-01,3,2011-05-19
Fazadinium,0,0,0,0,0,0,2015-11-30,1963-07-01,61,1976-12-01
Febuxostat,0,0,0,0,0,0,2016-02-01,1963-07-01,372,2009-06-01
Felbamate,0,0,0,0,0,0,2011-12-12,1963-07-01,1,
Felbinac,0,0,1,0,1,0,2016-01-21,1963-07-01,293,1988-11-28
Felodipine,0,0,3,0,3,0,2016-01-27,1963-07-01,1465,1991-09-30
Felypressin,3,0,0,0,3,0,2015-07-31,1963-07-01,347,1969-01-31
Fenbufen,0,0,5,0,5,0,2015-06-26,1963-07-01,9906,1979-12-31
Fencamfamin,0,0,0,0,0,0,2011-12-13,1963-07-01,34,1973-05-23
Fenclofenac,0,0,0,0,0,0,2012-01-16,1963-07-01,1290,1977-11-01
Fenfluramine,0,0,2,0,2,0,2015-05-12,1963-07-01,1120,1965-02-10
Fenofibrate,0,0,1,0,1,0,2016-01-14,1963-07-01,546,1990-05-13
Fenoprofen,0,0,1,0,1,0,2015-06-26,1963-07-01,889,1974-04-14
Fenoterol,0,0,0,0,0,0,2015-06-26,1963-07-01,192,1977-06-01
Fentanyl,0,0,4,0,4,0,2016-02-09,1963-07-01,3378,1972-11-28
Fenticonazole,0,0,0,0,0,0,2013-11-04,1963-07-01,4,1995-07-06
Feprazone,0,0,2,0,2,0,2012-01-16,1963-07-01,1693,1976-07-31
Ferucarbotran,0,0,0,0,0,0,2011-12-13,1963-07-01,26,2005-09-29
Ferula Assa Foetida,0,0,0,0,0,0,2011-12-12,1963-07-01,1,2004-07-08
Ferumoxside,0,0,0,0,0,0,2011-12-12,1963-07-01,3,2001-08-10
Ferumoxsil,0,0,0,0,0,0,2011-12-13,1963-07-01,1,
Ferumoxytol,0,0,0,0,0,0,2015-03-30,1963-07-01,12,2013-06-18
Fesoterodine,0,0,0,0,0,0,2016-01-22,1963-07-01,273,2008-08-08
Fexofenadine,0,0,1,0,1,0,2016-02-08,1963-07-01,997,1997-04-08
Fibrinolysin,0,0,0,0,0,0,2016-02-03,1963-07-01,198,2013-08-08
Ficus Carica,0,0,0,0,0,0,2013-04-19,1963-07-01,2,
Ficus Hispida,0,0,0,0,0,0,2012-01-16,1963-07-01,8,
Filgrastim,0,0,0,0,0,0,2016-02-02,1963-07-01,642,
Filipendula Ulmaria,0,0,0,0,0,0,2011-12-20,1963-07-01,2,2008-08-29
Finasteride,0,0,15,0,15,0,2016-02-09,1963-07-01,3014,1992-06-24
Fingolimod,0,0,0,0,0,0,2016-02-09,1963-07-01,777,2011-04-08
Fish Oil,0,0,0,0,0,0,2015-12-29,1963-07-01,43,2005-07-24
Flavonoid Compounds,0,0,0,0,0,0,2015-06-24,1963-07-01,9,2010-08-18
Flavoxate,0,0,0,0,0,0,2012-05-12,1963-07-01,166,1972-03-01
Flecainide,0,0,6,0,6,0,2015-12-18,1963-07-01,1358,1983-09-29
Flosequinan,0,0,0,0,0,0,2012-05-12,1963-07-01,169,1992-08-18
Flubendazole,0,0,0,0,0,0,2011-12-13,1963-07-01,4,1986-07-11
Flubromazolam,0,0,0,0,0,0,2015-09-23,1963-07-01,5,2015-08-23
Fluclorolone Acetonide,0,0,0,0,0,0,2011-12-13,1963-07-01,3,1972-11-03
Flucloxacillin,0,0,1,0,1,0,2016-02-09,1963-07-01,4021,1972-03-08
Fluconazole,0,0,1,0,1,0,2016-02-09,1963-07-01,2942,1988-01-26
Flucytosine,0,0,0,0,0,0,2015-05-05,1963-07-01,42,1976-02-01
Fludarabine,0,0,0,0,0,0,2016-02-08,1963-07-01,1172,
Fludrocortisone,1,0,0,0,1,0,2016-02-04,1963-07-01,238,1978-07-01
Flufenamic Acid,0,0,0,0,0,0,2015-06-26,1963-07-01,129,1967-06-22
Flumazenil,0,0,0,0,0,0,2015-05-05,1963-07-01,46,1988-07-12
Flumethasone,0,0,0,0,0,0,2016-01-18,1963-07-01,66,1965-04-22
Flunarizine,0,0,0,0,0,0,2016-01-12,1963-07-01,10,2006-01-22
Flunisolide,0,0,0,0,0,0,2013-10-28,1963-07-01,69,1978-06-07
Flunitrazepam,0,0,0,0,0,0,2012-05-12,1963-07-01,66,1982-02-02
Fluocinolone,0,0,0,0,0,0,2015-12-21,1963-07-01,60,1966-06-22
Fluocinonide,0,0,0,0,0,0,2011-12-13,1963-07-01,8,1974-06-08
Fluocortolone,0,0,0,0,0,0,2011-12-13,1963-07-01,2,1983-01-25
Fluorescein,0,0,1,0,1,0,2016-02-02,1963-07-01,624,1973-04-24
Fluorine 18,0,0,0,0,0,0,2015-12-15,1963-07-01,13,2012-12-06
Fluorometholone,0,0,0,0,0,0,2015-10-20,1963-07-01,16,1997-06-05
Fluorouracil,0,0,0,0,0,0,2016-02-02,1963-07-01,1717,1969-05-17
Fluoxetine,0,0,54,0,54,0,2016-02-09,1963-07-01,19689,
Fluoxymesterone,0,0,0,0,0,0,2011-12-13,1963-07-01,13,1969-11-05
Flupenthixol,0,0,5,0,5,0,2016-02-04,1963-07-01,2211,
Fluphenazine,1,0,2,0,3,0,2015-11-30,1963-07-01,1006,1964-09-18
Flupirtine,0,0,0,0,0,0,2014-03-28,1963-07-01,1,2014-03-11
Flurandrenolone,0,0,0,0,0,0,2015-05-12,1963-07-01,24,1969-02-28
Flurazepam,0,0,0,0,0,0,2015-10-28,1963-07-01,224,1974-03-01
Flurbiprofen,0,0,0,0,0,0,2015-11-24,1963-07-01,2188,1977-05-17
Fluspirilene,0,0,0,0,0,0,2014-01-24,1963-07-01,243,1975-06-01
Flutamide,0,0,0,0,0,0,2015-05-05,1963-07-01,421,1983-04-01
Fluticasone,0,0,2,0,2,0,2016-02-09,1963-07-01,4597,
Fluvastatin,0,0,2,0,2,0,2015-11-26,1963-07-01,927,1994-02-03
Fluvastin,0,0,0,0,0,0,2011-12-12,1963-07-01,1,
Fluvoxamine,0,0,3,0,3,0,2015-11-30,1963-07-01,4703,1980-03-01
Foeniculum Vulgare,0,0,0,0,0,0,2015-12-03,1963-07-01,58,2006-08-07
Folic Acid,0,0,0,0,0,0,2016-02-09,1963-07-01,813,1965-12-26
Folinic Acid,0,0,0,0,0,0,2016-02-02,1963-07-01,385,1977-12-09
Follicle Stimulating Hormone,1,0,0,0,1,0,2016-01-14,1963-07-01,512,1976-10-25
Follitropin Alfa,0,0,0,0,0,0,2011-12-12,1963-07-01,10,
Follitropin Beta,0,0,0,0,0,0,2015-09-04,1963-07-01,34,1998-04-30
Fomepizole,0,0,0,0,0,0,2015-12-17,1963-07-01,6,
Fomivirsen Sodium,0,0,0,0,0,0,2011-12-12,1963-07-01,4,
Fondaparinux,0,0,0,0,0,0,2016-01-25,1963-07-01,147,2002-06-27
Formaldehyde,0,0,0,0,0,0,2014-05-20,1963-07-01,46,1972-03-01
Formestane,0,0,0,0,0,0,2012-05-12,1963-07-01,108,1993-02-05
Formic Acid,0,0,0,0,0,0,2009-07-14,1963-07-01,1,
Forodesine,0,0,0,0,0,0,2011-12-15,1963-07-01,8,2009-10-23
Forsythia,0,0,0,0,0,0,2012-05-12,1963-07-01,29,2003-09-04
Fosamprenavir,0,0,0,0,0,0,2013-11-04,1963-07-01,54,2005-08-31
Fosaprepitant,0,0,0,0,0,0,2015-06-01,1963-07-01,10,2012-12-12
Foscarnet Sodium,0,0,0,0,0,0,2016-01-22,1963-07-01,127,1987-01-29
Fosfestrol,0,0,0,0,0,0,2012-05-12,1963-07-01,117,1964-12-08
Fosfomycin,0,0,0,0,0,0,2015-11-04,1963-07-01,45,1994-02-11
Fosinopril,0,0,0,0,0,0,2015-11-06,1963-07-01,496,1991-10-17
Fosphenytoin,0,0,0,0,0,0,2015-05-05,1963-07-01,14,1999-09-08
Fragaria,0,0,0,0,0,0,2012-05-08,1963-07-01,1,
Framycetin,0,0,0,0,0,0,2015-06-26,1963-07-01,87,1965-11-25
Frangula,0,0,0,0,0,0,2015-12-30,1963-07-01,44,1972-11-02
Fritillaria,0,0,0,0,0,0,2012-01-16,1963-07-01,5,1999-08-04
Frovatriptan,0,0,0,0,0,0,2016-02-08,1963-07-01,39,2003-05-03
Fructose,0,0,0,0,0,0,2015-07-23,1963-07-01,19,1973-11-27
Frusemide,0,0,2,0,2,0,2016-02-09,1963-07-01,3637,1963-10-11
Fucoidan,0,0,0,0,0,0,2012-05-12,1963-07-01,1,2010-11-03
Fucoxanthin,0,0,0,0,0,0,2009-11-12,1963-07-01,1,2009-07-13
Fucus,0,0,0,0,0,0,2015-06-22,1963-07-01,73,1996-12-25
Fulvestrant,0,0,0,0,0,0,2015-06-22,1963-07-01,98,2004-07-13
Fumaric Acid,0,0,0,0,0,0,2015-09-21,1963-07-01,69,2006-05-16
Fumaric Acid Esters,0,0,0,0,0,0,2013-10-18,1963-07-01,2,2013-10-04
Fungus,0,0,0,0,0,0,2012-09-20,1963-07-01,1,
Fungus Cordyceps Sinensis,0,0,0,0,0,0,2015-07-16,1963-07-01,3,
Furazolidone,0,0,0,0,0,0,2011-12-13,1963-07-01,32,1964-07-25
Fusafungine,0,0,0,0,0,0,2011-12-13,1963-07-01,13,1979-06-14
Fusidic Acid,0,0,0,0,0,0,2016-02-09,1963-07-01,1490,1964-07-01
Gabapentin,0,0,51,0,51,0,2016-02-09,1963-07-01,5794,1993-06-24
Gadobenic Acid,0,0,0,0,0,0,2016-02-01,1963-07-01,258,1999-02-03
Gadobutrol,0,0,0,0,0,0,2016-02-09,1963-07-01,658,
Gadodiamide,0,0,0,0,0,0,2015-05-05,1963-07-01,108,1993-10-27
Gadofosveset Trisodium Hydrous,0,0,0,0,0,0,2012-05-12,1963-07-01,34,2007-11-20
Gadolinium,0,0,0,0,0,0,2016-01-26,1963-07-01,99,2002-06-16
Gadopentetic Acid,0,0,0,0,0,0,2015-11-30,1963-07-01,396,1991-04-27
Gadoteric Acid,0,0,0,0,0,0,2016-01-29,1963-07-01,584,1998-09-19
Gadoteridol,0,0,0,0,0,0,2016-02-04,1963-07-01,404,1993-12-22
Gadoxetic Acid,0,0,0,0,0,0,2015-12-02,1963-07-01,64,2006-03-23
Galactose,0,0,0,0,0,0,2011-12-12,1963-07-01,10,2001-07-11
Galantamine,0,0,1,0,1,0,2016-02-03,1963-07-01,745,2000-09-26
Galium,0,0,0,0,0,0,2015-12-17,1963-07-01,4,1997-01-23
Galium Aparine,0,0,0,0,0,0,2011-12-12,1963-07-01,1,1997-01-23
Gallamine,0,0,0,0,0,0,2015-11-30,1963-07-01,37,1974-07-06
Gallium 67,0,0,0,0,0,0,2015-05-05,1963-07-01,18,1980-03-01
Galphimia Glauca,0,0,0,0,0,0,2015-07-21,1963-07-01,3,2006-03-01
Galsulfase,0,0,0,0,0,0,2016-02-08,1963-07-01,61,2011-10-31
Gamma Benzene Hexachloride,1,0,0,0,1,0,2011-12-15,1963-07-01,43,1964-09-23
Gamma Hydroxybutyrate,0,0,0,0,0,0,2015-11-19,1963-07-01,59,2008-01-01
Gamolenic Acid,0,0,0,0,0,0,2015-07-23,1963-07-01,267,1988-11-20
Ganciclovir,0,0,0,0,0,0,2016-01-06,1963-07-01,246,1988-06-25
Ganirelix,0,0,0,0,0,0,2016-01-06,1963-07-01,13,
Ganoderma Lucidum,0,0,0,0,0,0,2014-06-23,1963-07-01,29,2004-06-12
Garcinia,0,0,0,0,0,0,2015-03-25,1963-07-01,47,2008-08-26
Gardenia,0,0,0,0,0,0,2012-01-19,1963-07-01,25,2007-10-22
Gardenia Jasminoides,0,0,0,0,0,0,2011-12-12,1963-07-01,25,2007-10-22
Gaultheria,0,0,0,0,0,0,2012-02-23,1963-07-01,30,1986-11-03
Gefitinib,0,0,0,0,0,0,2016-02-04,1963-07-01,187,2004-08-03
Gelatin,0,0,1,0,1,0,2016-01-11,1963-07-01,966,1981-08-25
Gemcitabine,0,0,0,0,0,0,2016-02-08,1963-07-01,1141,1996-02-08
Gemeprost,0,0,0,0,0,0,2015-06-26,1963-07-01,128,1986-07-02
Gemfibrozil,0,0,1,0,1,0,2013-12-12,1963-07-01,519,1986-10-22
Gemtuzumab Ozogamicin,0,0,0,0,0,0,2014-12-01,1963-07-01,62,2004-04-24
Gene Activated Human Glucocerebrosidase,0,0,0,0,0,0,2014-11-21,1963-07-01,13,2010-03-27
Gentamicin,0,0,1,0,1,0,2016-02-09,1963-07-01,1344,1967-09-13
Gentian,0,0,1,0,1,0,2015-10-30,1963-07-01,109,1986-05-28
Gentiana Scabra,0,0,0,0,0,0,2012-01-11,1963-07-01,3,
Geranium,0,0,0,0,0,0,2015-08-28,1963-07-01,24,2012-11-12
Germanium,0,0,0,0,0,0,2012-05-12,1963-07-01,4,
Gestodene,0,0,0,0,0,0,2016-02-08,1963-07-01,1190,
Gestrinone,0,0,0,0,0,0,2012-05-12,1963-07-01,124,1991-04-05
Gestronol,0,0,0,0,0,0,2011-12-13,1963-07-01,15,1971-06-24
Gimeracil,0,0,0,0,0,0,2015-03-05,1963-07-01,22,2013-06-18
Ginkgo Biloba,0,0,0,0,0,0,2016-01-28,1963-07-01,213,1999-05-23
Glatiramer,0,0,0,0,0,0,2016-02-08,1963-07-01,2088,2000-07-31
Gleditsia,0,0,0,0,0,0,2012-01-19,1963-07-01,11,2007-10-22
Glibenclamide,0,0,0,0,0,0,2015-05-05,1963-07-01,567,1969-12-12
Gliclazide,0,0,2,0,2,0,2016-02-08,1963-07-01,1199,1982-03-05
Glimepiride,0,0,0,0,0,0,2016-01-29,1963-07-01,314,1999-02-24
Glipizide,0,0,0,0,0,0,2015-09-09,1963-07-01,111,1975-03-12
Gliquidone,0,0,0,0,0,0,2011-12-13,1963-07-01,9,1981-03-02
Glucagon,0,0,0,0,0,0,2014-09-23,1963-07-01,59,1976-11-20
Glucarpidase,0,0,0,0,0,0,2013-11-08,1963-07-01,2,
Glucoheptonic Acid,0,0,0,0,0,0,2011-12-13,1963-07-01,3,1978-08-01
Gluconolactone,0,0,0,0,0,0,2011-12-13,1963-07-01,3,1978-01-29
Glucosamine,0,0,0,0,0,0,2016-02-03,1963-07-01,269,2002-10-28
Glucose,0,0,0,0,0,0,2016-02-09,1963-07-01,2304,
Glucose Oxidase,0,0,0,0,0,0,2014-01-17,1963-07-01,12,1984-09-28
Glucuronic Acid,0,0,0,0,0,0,2012-05-12,1963-07-01,1,2010-11-03
Glucuronolactone,0,0,0,0,0,0,2016-02-04,1963-07-01,1,
Glutamic Acid,0,0,0,0,0,0,2015-10-30,1963-07-01,85,1973-05-01
Glutamine,0,0,0,0,0,0,2016-02-04,1963-07-01,40,1999-03-15
Glutaraldehyde,0,0,0,0,0,0,2011-12-13,1963-07-01,13,1978-04-17
Glutathione,0,0,0,0,0,0,2015-08-03,1963-07-01,26,2003-11-07
Glutethimide,0,0,0,0,0,0,2012-01-16,1963-07-01,152,1964-05-22
Glycerol,0,0,0,0,0,0,2016-01-29,1963-07-01,211,1966-10-19
Glycerophosphoric Acid,0,0,0,0,0,0,2016-01-13,1963-07-01,90,1984-08-17
Glyceryl Monostearate,0,0,0,0,0,0,2014-12-19,1963-07-01,2,2014-12-02
Glyceryl Trinitrate,0,0,1,0,1,0,2016-01-20,1963-07-01,1680,
Glycine,1,0,0,0,1,0,2016-02-08,1963-07-01,326,1965-01-28
Glycine Species,0,0,0,0,0,0,2014-05-20,1963-07-01,10,2010-06-02
Glycol Salicylate,0,0,0,0,0,0,2016-01-15,1963-07-01,133,1966-12-19
Glycopyrronium,0,0,0,0,0,0,2016-02-09,1963-07-01,560,1979-05-25
Glycosaminoglycans,0,0,0,0,0,0,2012-05-12,1963-07-01,2,2011-05-24
Glycyrrhiza,0,0,0,0,0,0,2015-12-24,1963-07-01,192,
Glymidine,0,0,0,0,0,0,2011-12-13,1963-07-01,4,1969-01-01
Gold,0,0,4,0,4,0,2015-11-04,1963-07-01,1320,1964-11-05
Golimumab,0,0,0,0,0,0,2016-02-09,1963-07-01,2333,
Gonadorelin,0,0,1,0,1,0,2015-12-04,1963-07-01,70,1975-06-01
Goserelin,0,0,9,0,9,0,2016-02-09,1963-07-01,2153,
Gramicidin,0,0,0,0,0,0,2015-09-30,1963-07-01,98,1965-04-24
Granisetron,0,0,0,0,0,0,2015-06-05,1963-07-01,176,1992-03-06
Grass Pollen Mixed,0,0,0,0,0,0,2009-06-30,1963-07-01,51,2007-03-07
Grepafloxacin,0,0,0,0,0,0,2011-12-12,1963-07-01,1,1998-09-02
Griseofulvin,0,0,5,0,5,0,2015-12-24,1963-07-01,958,1964-02-15
Growth Hormone,0,0,0,0,0,0,2016-01-20,1963-07-01,12,2011-09-13
Growth Hormone Releasing Hexapeptide,0,0,0,0,0,0,2012-09-27,1963-07-01,2,
Guaiacol,0,0,0,0,0,0,2012-05-12,1963-07-01,4,2001-12-05
Guaiacum,0,0,0,0,0,0,2012-11-05,1963-07-01,2,1992-10-25
Guaiphenesin,0,0,0,0,0,0,2016-02-02,1963-07-01,725,1967-04-27
Guanethidine,0,0,0,0,0,0,2015-11-03,1963-07-01,230,1964-05-08
Guanoxan,0,0,0,0,0,0,2011-12-13,1963-07-01,93,1963-09-30
Guar Gum,0,0,0,0,0,0,2012-01-16,1963-07-01,21,1972-12-05
Guarana,0,0,0,0,0,0,2016-02-04,1963-07-01,90,2000-07-06
Gymnema,0,0,0,0,0,0,2014-03-14,1963-07-01,30,2011-11-16
Gymnema Sylvestre,0,0,0,0,0,0,2011-12-19,1963-07-01,6,
Gynostemma,0,0,0,0,0,0,2012-05-12,1963-07-01,4,
Haem,0,0,0,0,0,0,2015-07-27,1963-07-01,43,2002-01-28
Haematoporphyrin,0,0,0,0,0,0,2011-12-13,1963-07-01,4,1969-07-25
Halcinonide,0,0,0,0,0,0,2011-12-13,1963-07-01,6,1976-09-01
Halibut Liver Oil,0,0,0,0,0,0,2011-12-13,1963-07-01,1,1986-03-01
Halofantrine,0,0,0,0,0,0,2012-05-12,1963-07-01,31,1992-09-13
Haloperidol,0,0,8,0,8,0,2016-01-21,1963-07-01,2492,1964-05-27
Halothane,0,0,0,0,0,0,2015-11-30,1963-07-01,839,1964-01-16
Halquinol,0,0,0,0,0,0,2011-12-13,1963-07-01,15,1966-03-17
Hamamelis,0,0,0,0,0,0,2015-10-13,1963-07-01,74,1986-03-24
Harpagophytum,0,0,0,0,0,0,2014-05-07,1963-07-01,49,1997-09-20
Hecogenin Acetate,0,0,0,0,0,0,2011-12-15,1963-07-01,2,
Hedera Helix,0,0,0,0,0,0,2014-02-28,1963-07-01,1,
Helianthenum,0,0,0,0,0,0,2015-02-02,1963-07-01,14,1999-08-19
Helium,0,0,0,0,0,0,2011-12-13,1963-07-01,5,1991-11-30
Helleborus,0,0,0,0,0,0,2012-05-08,1963-07-01,1,1999-01-21
Hemidesmus Indica,0,0,0,0,0,0,2014-06-24,1963-07-01,12,
Henna,0,0,0,0,0,0,2014-06-24,1963-07-01,5,
Heparin,0,0,1,0,1,0,2016-02-08,1963-07-01,1303,1965-02-13
Heparin Low Molecular Weight Unspecified,0,0,0,0,0,0,2015-12-24,1963-07-01,17,
Heparinoid,0,0,0,0,0,0,2016-01-27,1963-07-01,132,1967-06-30
Hepatitis B Immunoglobulin,0,0,0,0,0,0,2016-02-09,1963-07-01,19,1992-04-03
Herb Paris,0,0,0,0,0,0,2012-05-12,1963-07-01,2,
Hesperidin,0,0,0,0,0,0,2015-07-08,1963-07-01,6,2014-03-12
Hexachlorophane,0,0,0,0,0,0,2011-12-13,1963-07-01,8,1969-02-05
Hexamethonium,0,0,0,0,0,0,2015-11-30,1963-07-01,1,1981-02-02
Hexamidine,0,0,0,0,0,0,2011-12-13,1963-07-01,1,1989-02-01
Hexetidine,0,0,0,0,0,0,2015-03-13,1963-07-01,90,1972-11-19
Hexyl 5 Aminolevulinate,0,0,0,0,0,0,2014-12-02,1963-07-01,5,2009-06-09
Hexyl Nicotinate,0,0,0,0,0,0,2014-08-13,1963-07-01,67,1976-11-18
Hexylresorcinol,0,0,0,0,0,0,2016-01-15,1963-07-01,97,1970-02-01
Hibiscus,0,0,0,0,0,0,2012-01-16,1963-07-01,4,2010-06-02
Hippophae,0,0,0,0,0,0,2014-12-01,1963-07-01,3,2009-04-10
Histamine,0,0,0,0,0,0,2015-06-29,1963-07-01,8,
Histidine,0,0,0,0,0,0,2016-02-08,1963-07-01,258,1973-05-01
Holcus,0,0,0,0,0,0,2011-12-13,1963-07-01,79,1981-03-01
Homatropine,0,0,0,0,0,0,2011-12-13,1963-07-01,3,1971-12-30
Honey,0,0,0,0,0,0,2016-02-04,1963-07-01,29,1985-09-15
Hoodia Gordonii,0,0,0,0,0,0,2012-05-08,1963-07-01,1,2007-12-01
Hordelymus Europeaus,0,0,0,0,0,0,2011-12-13,1963-07-01,1,1984-10-01
Hordeum,0,0,0,0,0,0,2012-05-12,1963-07-01,4,2005-06-05
Horse Dander,0,0,0,0,0,0,2011-12-12,1963-07-01,7,2003-11-28
House Dust Mite,0,0,0,0,0,0,2011-12-13,1963-07-01,71,1974-01-11
Human Antihuman Il 17 Monoclonal Antibody 1 215 Light Chain 1 457 Heavy Chain,0,0,0,0,0,0,2016-01-20,1963-07-01,57,2001-02-09
Human Blood,0,0,0,0,0,0,2015-11-04,1963-07-01,9,2015-06-25
Human Cartilage,0,0,0,0,0,0,2014-09-03,1963-07-01,5,2009-12-29
Human Clottable Protein,0,0,0,0,0,0,2013-01-16,1963-07-01,6,
Human Liver Cells,0,0,0,0,0,0,2011-12-12,1963-07-01,3,
Human Monoclonal Antibody Against Human Protein Dickkopf 1,0,0,0,0,0,0,2015-01-30,1963-07-01,3,2012-07-23
Human Prothrombin Complex,0,0,0,0,0,0,2016-02-02,1963-07-01,60,2003-02-06
Human Serum,0,0,0,0,0,0,2015-01-12,1963-07-01,3,2014-07-25
Humanised Mouse 7c10 Igg1 Anti Igf 1r Monoclonal Antibody,0,0,0,0,0,0,2010-05-05,1963-07-01,2,2010-04-23
Humanized Recombinant Igg1 Monoclonal Antibody Against Cs1,0,0,0,0,0,0,2016-01-29,1963-07-01,28,2012-02-20
Humax Cd38 Ex Cho Cell Line Cho K1sv,0,0,0,0,0,0,2016-02-02,1963-07-01,14,2015-11-12
Humulus,0,0,1,0,1,0,2016-02-08,1963-07-01,252,1986-02-13
Hunteria,0,0,0,0,0,0,2013-02-08,1963-07-01,14,2012-11-12
Huperzia,0,0,0,0,0,0,2013-02-26,1963-07-01,14,2012-11-12
Hyaluronic Acid,0,0,0,0,0,0,2016-02-09,1963-07-01,225,1984-07-11
Hyaluronidase,0,0,0,0,0,0,2016-02-04,1963-07-01,113,1967-06-30
Hydralazine,0,0,1,0,1,0,2016-01-20,1963-07-01,1293,1974-02-22
Hydrastis,0,0,0,0,0,0,2015-06-26,1963-07-01,37,2008-09-10
Hydrochlorothiazide,5,0,0,0,5,0,2016-01-29,1963-07-01,3860,1964-01-16
Hydrocodone,0,0,0,0,0,0,2012-08-21,1963-07-01,3,2011-11-09
Hydrocortisone,0,0,1,0,1,0,2016-01-29,1963-07-01,2039,1963-10-24
Hydroflumethiazide,0,0,0,0,0,0,2012-05-12,1963-07-01,309,1964-10-06
Hydrogen Peroxide,0,0,0,0,0,0,2015-12-30,1963-07-01,72,1983-02-26
Hydrogenated Lecithin,0,0,0,0,0,0,2014-05-26,1963-07-01,12,2014-02-18
Hydromorphone,0,0,0,0,0,0,2014-12-22,1963-07-01,36,1998-10-24
Hydroquinone,0,0,0,0,0,0,2014-11-07,1963-07-01,12,2014-06-01
Hydrotalcite,0,0,0,0,0,0,2012-07-23,1963-07-01,12,1975-12-01
Hydroxyapatite,0,0,0,0,0,0,2012-05-12,1963-07-01,42,1981-12-19
Hydroxychloroquine,0,0,1,0,1,0,2016-02-09,1963-07-01,1391,1964-03-31
Hydroxyethyl Starch,0,0,0,0,0,0,2015-12-30,1963-07-01,67,1982-02-06
Hydroxyethylcellulose,0,0,0,0,0,0,2011-12-12,1963-07-01,3,2010-04-15
Hydroxymethoxybenzenesulfonic Acid,0,0,0,0,0,0,2014-01-31,1963-07-01,1,2010-06-21
Hydroxyprogesterone,0,0,0,0,0,0,2012-05-12,1963-07-01,117,1964-12-21
Hydroxypropyl Guar Gum,0,0,0,0,0,0,2016-01-29,1963-07-01,5,2013-08-22
Hydroxyquinoline,0,0,0,0,0,0,2015-04-20,1963-07-01,121,1964-10-13
Hydroxyurea,0,0,1,0,1,0,2016-02-08,1963-07-01,724,1967-08-30
Hydroxyzine,0,0,1,0,1,0,2016-01-05,1963-07-01,239,1965-12-14
Hyoscine,0,0,1,0,1,0,2016-02-02,1963-07-01,1803,
Hyoscyamine,0,0,0,0,0,0,2011-12-13,1963-07-01,11,1975-12-12
Hyoscyamus Niger,0,0,0,0,0,0,2012-05-08,1963-07-01,4,
