,amnesia,total,ratio
Mepenzolate,27.0,2860.0,0.00944055944056
Mephedrone,1590.0,59100.0,0.0269035532995
Mepivacaine,283.0,26200.0,0.0108015267176
Meprobamate,1100.0,31700.0,0.0347003154574
Meptazinol,51.0,4100.0,0.0124390243902
Mepyramine,179.0,10200.0,0.0175490196078
Mequitazine,31.0,3810.0,0.00813648293963
Mercaptamine,723.0,1950.0,0.370769230769
Mercaptopurine,207.0,74400.0,0.00278225806452
Mercury,50400.0,20400000.0,0.00247058823529
Meropenem,693.0,131000.0,0.00529007633588
Mesalazine,134.0,34700.0,0.00386167146974
Mesna,134.0,131000.0,0.00102290076336
Mesterolone,44.0,54600.0,0.000805860805861
Mestranol,51.0,13400.0,0.00380597014925
Metamfetamine,24300.0,6960.0,3.49137931034
Metamphetamine,25000.0,10700.0,2.33644859813
Metaraminol,250.0,11300.0,0.0221238938053
Metaxalone,999.0,18200.0,0.0548901098901
Metergoline,49.0,4720.0,0.0103813559322
Metformin,22600.0,988000.0,0.0228744939271
Methacrylic Acid,4050.0,166000.0,0.0243975903614
Methacycline,3120.0,3260.0,0.957055214724
Methadone,8570.0,719000.0,0.0119193324061
Methandienone,38.0,75500.0,0.000503311258278
Methaqualone,2220.0,24200.0,0.0917355371901
Methenamine,103.0,41800.0,0.00246411483254
Methenolone Enanthate,78.0,69200.0,0.00112716763006
Methicillin,1780.0,359000.0,0.00495821727019
Methionine,2250.0,980000.0,0.00229591836735
Methixene,4850.0,334.0,14.5209580838
Methocarbamol,1100.0,52300.0,0.0210325047801
Methohexital,1950.0,38400.0,0.05078125
Methoserpidine,424.0,763.0,0.555701179554
Methotrexate,7470.0,624000.0,0.0119711538462
Methoxamine,84.0,13100.0,0.00641221374046
Methoxetamine,896.0,15700.0,0.0570700636943
Methoxphenidine,162.0,6210.0,0.0260869565217
Methoxsalen,48.0,11900.0,0.00403361344538
Methoxyflurane,831.0,17900.0,0.0464245810056
Methoxyphenamine,8.0,2400.0,0.00333333333333
Methyclothiazide,47.0,3560.0,0.013202247191
Methyl Alcohol,29000.0,1950000.0,0.0148717948718
Methyl Gallate,241.0,39100.0,0.00616368286445
Methyl Hydroxybenzoate,164.0,30600.0,0.00535947712418
Methyl Methacrylate Styrene Copolymer,872.0,90500.0,0.00963535911602
Methyl Nicotinate,55.0,15600.0,0.00352564102564
Methyl Salicylate,737.0,125000.0,0.005896
Methylcellulose,1720.0,284000.0,0.00605633802817
Methylchloroisothiazolinone,15.0,69800.0,0.000214899713467
Methyldopa,891.0,70500.0,0.0126382978723
Methylenedioxymethamphetamine,1280.0,40200.0,0.0318407960199
Methylephedrine,17.0,6610.0,0.00257186081694
Methylhexaneamine,31.0,4360.0,0.00711009174312
Methylisothiazolinone,14.0,115000.0,0.000121739130435
Methylnaltrexone,66.0,8190.0,0.00805860805861
Methylphenidate,10200.0,193000.0,0.0528497409326
Methylphenobarbital,2230.0,2800.0,0.796428571429
Methylprednisolone,4010.0,282000.0,0.014219858156
Methylrosanilinium Chloride,7.0,551.0,0.0127041742287
Methyltestosterone,125.0,63000.0,0.00198412698413
Methylthioninium,50.0,3820.0,0.0130890052356
Methylthioninium Chloride,68.0,2840.0,0.0239436619718
Methyprylone,7590.0,189.0,40.1587301587
Methysergide,265.0,20400.0,0.0129901960784
Metipranolol,7340.0,7060.0,1.03966005666
Mianserin,399.0,24300.0,0.0164197530864
Mibefradil,8260.0,12700.0,0.650393700787
Micafungin,121.0,20500.0,0.00590243902439
Miconazole,292.0,91900.0,0.00317736670294
Midazolam,23200.0,335000.0,0.0692537313433
Midodrine,216.0,18800.0,0.0114893617021
Mifamurtide Sodium,1.0,742.0,0.00134770889488
Mifepristone,680.0,129000.0,0.00527131782946
Miglustat,36.0,7920.0,0.00454545454545
Milk,148000.0,42700000.0,0.00346604215457
Milrinone,211.0,35800.0,0.0058938547486
Miltefosine,19.0,14500.0,0.00131034482759
Mink Oil,1050.0,397000.0,0.00264483627204
Minocycline,5230.0,221000.0,0.023665158371
Minoxidil,5220.0,341000.0,0.0153079178886
Mirabegron,67.0,11400.0,0.00587719298246
Mirtazapine,13300.0,144000.0,0.0923611111111
Misoprostol,5720.0,244000.0,0.0234426229508
Mitchella Repens,25.0,6250.0,0.004
Mitomycin,148.0,169000.0,0.00087573964497
Mitotane,96.0,19900.0,0.00482412060302
Mitozantrone,151.0,1920.0,0.0786458333333
Mitragyna,509.0,38000.0,0.0133947368421
Mivacurium,325.0,10500.0,0.0309523809524
Mixed Carotenoids,307.0,141000.0,0.00217730496454
Mixtures Of Fatty Alcohols,288.0,226000.0,0.00127433628319
Mizolastine,98.0,9440.0,0.0103813559322
Moclobemide,903.0,39100.0,0.023094629156
Modafinil,4680.0,211000.0,0.0221800947867
Moexipril,528.0,10700.0,0.0493457943925
Molgramostim,5.0,4790.0,0.00104384133612
Molybdenum,1530.0,922000.0,0.00165943600868
Molybdenum 99,61700.0,545000.0,0.113211009174
Mometasone,191.0,60200.0,0.00317275747508
Momordica,195.0,103000.0,0.0018932038835
Momordicin,7.0,1530.0,0.00457516339869
Monascus,27.0,28200.0,0.000957446808511
Monoclonal Antibody Sm3,1.0,1420.0,0.000704225352113
Monoethyl Fumarate,264.0,2600.0,0.101538461538
Montelukast,912.0,129000.0,0.00706976744186
Moracizine,4730.0,753.0,6.28154050465
Morinda,162.0,208000.0,0.000778846153846
Morinda Citrifolia,3350.0,68800.0,0.0486918604651
Moringa,1750.0,853000.0,0.00205158264947
Morphine,26200.0,1530000.0,0.0171241830065
Moxifloxacin,698.0,109000.0,0.00640366972477
Moxisylyte,35.0,3730.0,0.00938337801609
Moxonidine,122.0,9900.0,0.0123232323232
Mucopolysaccharide Polysulphate,23.0,420.0,0.0547619047619
Muira Puama,250.0,60800.0,0.00411184210526
Mulberry,5230.0,5650000.0,0.000925663716814
Mupirocin,4000.0,75000.0,0.0533333333333
Muramidase,5.0,13300.0,0.000375939849624
Muromonab Cd3,44.0,6970.0,0.00631276901004
Murraya,55800.0,90000.0,0.62
Mycobacterium Obuense,9.0,815.0,0.0110429447853
Mycophenolic Acid,137.0,35300.0,0.00388101983003
Myristica Fragrans,229.0,39000.0,0.00587179487179
Myroxylon,8.0,10700.0,0.000747663551402
Nabilone,1710.0,39400.0,0.0434010152284
Nabumetone,137.0,36900.0,0.00371273712737
Nadide,34.0,226000.0,0.000150442477876
Nadolol,343.0,38500.0,0.00890909090909
Nafarelin,36.0,9460.0,0.00380549682875
Naftidrofuryl,94.0,6480.0,0.0145061728395
Nalbuphine,1090.0,28800.0,0.0378472222222
Naldemedine,4.0,1780.0,0.00224719101124
Nalidixic Acid,112.0,79700.0,0.00140526976161
Nalmefene,349.0,14300.0,0.0244055944056
Naloxone,6850.0,306000.0,0.022385620915
Naltrexone,2750.0,261000.0,0.0105363984674
Nandina,105.0,142000.0,0.000739436619718
Nandrolone,150.0,155000.0,0.000967741935484
Naphazoline,74.0,16500.0,0.00448484848485
Naphyrone,84.0,6290.0,0.0133545310016
Naproxen,5810.0,442000.0,0.0131447963801
Naratriptan,213.0,19700.0,0.0108121827411
Naringin,102.0,32800.0,0.00310975609756
Nasturtium Officinale,74.0,32500.0,0.00227692307692
Natalizumab,4180.0,57100.0,0.0732049036778
Natamycin,13.0,24200.0,0.000537190082645
Nateglinide,125.0,24900.0,0.00502008032129
Nebacumab,1.0,272.0,0.00367647058824
Nebivolol,491.0,65300.0,0.0075191424196
Nedocromil,39.0,18700.0,0.00208556149733
Nefazodone,1930.0,42600.0,0.0453051643192
Nefopam,79.0,12200.0,0.00647540983607
Nelarabine,48.0,7200.0,0.00666666666667
Nelfinavir,1370.0,81500.0,0.0168098159509
Nelumbo,283.0,122000.0,0.00231967213115
Nemorubicin,0.0,338.0,0.0
Neomycin,10600.0,285000.0,0.0371929824561
Neostigmine,1750.0,81600.0,0.0214460784314
Nepafenac,23.0,7720.0,0.0029792746114
Nepeta,1290.0,292000.0,0.00441780821918
Netilmicin,10.0,20300.0,0.000492610837438
Netupitant,59.0,4450.0,0.0132584269663
Nevirapine,833.0,89800.0,0.00927616926503
Nicardipine,831.0,46800.0,0.0177564102564
Nickel,10500.0,10200000.0,0.00102941176471
Niclosamide,39.0,19000.0,0.00205263157895
Nicoboxil,0.0,419.0,0.0
Nicofuranose,1.0,808.0,0.00123762376238
Nicorandil,101.0,24300.0,0.00415637860082
Nicotine,25000.0,2490000.0,0.0100401606426
Nicotinic Acid,12000.0,302000.0,0.0397350993377
Nicotinyl Alcohol,46.0,1750.0,0.0262857142857
Nicoumalone,4.0,1530.0,0.00261437908497
Nifedipine,2690.0,246000.0,0.0109349593496
Nifenazone,43.0,622.0,0.0691318327974
Nifuratel,1.0,3910.0,0.000255754475703
Nilotinib,232.0,52500.0,0.00441904761905
Nimodipine,4520.0,92300.0,0.0489707475623
Nimorazole,4.0,3020.0,0.00132450331126
Nisoldipine,130.0,15400.0,0.00844155844156
Nitazoxanide,35.0,19200.0,0.00182291666667
Nitisinone,12.0,4760.0,0.00252100840336
Nitrazepam,2470.0,46300.0,0.0533477321814
Nitric Acid,6300.0,1800000.0,0.0035
Nitric Oxide,11800.0,2220000.0,0.00531531531532
Nitrofurantoin,4580.0,156000.0,0.029358974359
Nitrofurazone,28.0,15400.0,0.00181818181818
Nitrogen,13600.0,9270000.0,0.00146709816613
Nitrous Oxide,13600.0,1540000.0,0.00883116883117
Nizatidine,135.0,18300.0,0.00737704918033
Nomegestrol,9.0,7530.0,0.00119521912351
Nomifensine,106.0,9360.0,0.0113247863248
Nonivamide,3.0,2710.0,0.00110701107011
Nonoxinol,30.0,5590.0,0.00536672629696
Noradrenaline,14500.0,292000.0,0.0496575342466
Nordazepam,631.0,5220.0,0.120881226054
Norelgestromin,76.0,5900.0,0.0128813559322
Norethisterone,190.0,71800.0,0.00264623955432
Norfloxacin,220.0,97400.0,0.00225872689938
Norgestimate,110.0,27800.0,0.00395683453237
Norgestrel,1330.0,33300.0,0.0399399399399
Nortriptyline,2830.0,111000.0,0.0254954954955
Noscapine,113.0,13000.0,0.00869230769231
Notopterygium,9.0,3680.0,0.00244565217391
Noxythiolin,0.0,353.0,0.0
Nux Vomica,568.0,90900.0,0.00624862486249
Nystatin,2180.0,142000.0,0.0153521126761
Occidentale Anacardium,124.0,43600.0,0.00284403669725
Ocimum,833.0,187000.0,0.00445454545455
Octanoic Acid,172.0,45100.0,0.00381374722838
Octaphonium Chloride,1.0,10.0,0.1
Octopamine,274.0,25900.0,0.0105791505792
Octoxinol,6.0,1190.0,0.00504201680672
Octreotide,694.0,111000.0,0.00625225225225
Oenothera,80.0,139000.0,0.000575539568345
Oestradiol,14300.0,128000.0,0.11171875
Oestriol,360.0,11900.0,0.0302521008403
Ofatumumab,36.0,19900.0,0.00180904522613
Ofloxacin,413.0,163000.0,0.00253374233129
Okoubaka,7.0,5540.0,0.00126353790614
Olanzapine,9270.0,285000.0,0.0325263157895
Olaparib,42.0,30300.0,0.00138613861386
Oldenlandia,18.0,11000.0,0.00163636363636
Olea Europea,330.0,531000.0,0.000621468926554
Oleuropein Aglycone,26.0,2820.0,0.00921985815603
Oleyl Alcohol,46.0,35100.0,0.00131054131054
Olmesartan,203.0,65700.0,0.0030898021309
Olopatadine,81.0,19200.0,0.00421875
Olsalazine,22.0,9360.0,0.00235042735043
Omalizumab,8320.0,52200.0,0.15938697318
Omega 3 Acids,13500.0,7680000.0,0.0017578125
Omeprazole,22300.0,327000.0,0.0681957186544
Ondansetron,8370.0,183000.0,0.045737704918
Onion,25900.0,15400000.0,0.00168181818182
Ophiopogon,252.0,70000.0,0.0036
Opipramol,104.0,16900.0,0.00615384615385
Opium,15300.0,1760000.0,0.00869318181818
Opuntia Ficus Indica,103.0,66800.0,0.00154191616766
Orange Extract,23600.0,22100000.0,0.00106787330317
Orciprenaline,30.0,5280.0,0.00568181818182
Origanum,2330.0,164000.0,0.0142073170732
Orlistat,5240.0,279000.0,0.0187813620072
Ornithine,862.0,261000.0,0.00330268199234
Ornithogalum,239.0,88200.0,0.00270975056689
Orobanche,5.0,42700.0,0.000117096018735
Orotic Acid,218.0,22100.0,0.00986425339367
Orphenadrine,511.0,22000.0,0.0232272727273
Orteronel,1.0,2220.0,0.00045045045045
Oryza Sativa,173.0,462000.0,0.000374458874459
Oseltamivir,1390.0,86400.0,0.016087962963
Osteogenic Protein 1 Recombinant,58.0,44800.0,0.00129464285714
Oteracil,1.0,4020.0,0.000248756218905
Oxaliplatin,675.0,150000.0,0.0045
Oxamniquine,15.0,4300.0,0.00348837209302
Oxandrolone,240.0,126000.0,0.00190476190476
Oxatomide,43.0,5950.0,0.0072268907563
Oxazepam,3870.0,71100.0,0.0544303797468
Oxcarbazepine,3480.0,57700.0,0.0603119584055
Oxedrine,131.0,1420.0,0.0922535211268
Oxerutins,4.0,1380.0,0.00289855072464
Oxethazaine,5.0,1710.0,0.00292397660819
Oxidised Cellulose,990.0,15100.0,0.0655629139073
Oxidronic Acid,9.0,68.0,0.132352941176
Oxitropium,183.0,3350.0,0.0546268656716
Oxolinic Acid,29.0,11100.0,0.00261261261261
Oxprenolol,117.0,13600.0,0.00860294117647
Oxybenzone,44.0,91900.0,0.000478781284004
Oxybuprocaine,36.0,6280.0,0.00573248407643
Oxybutynin,780.0,78900.0,0.00988593155894
Oxycodone,10600.0,736000.0,0.014402173913
Oxygen,59900.0,17200000.0,0.00348255813953
Oxymetazoline,133.0,27100.0,0.00490774907749
Oxymetholone,123.0,98000.0,0.00125510204082
Oxypertine,8.0,1510.0,0.00529801324503
Oxyphenbutazone,30.0,8230.0,0.00364520048603
Oxyphenisatine,5.0,1340.0,0.00373134328358
Oxytetracycline,83.0,95000.0,0.000873684210526
Oxytocin,6240.0,535000.0,0.0116635514019
Paclitaxel,2920.0,400000.0,0.0073
Paclitaxel Albumin,190.0,49700.0,0.00382293762575
Padimate,5.0,4780.0,0.0010460251046
Paeonia,12100.0,242000.0,0.05
Palifermin,22.0,8580.0,0.0025641025641
Paliperidone,4710.0,28000.0,0.168214285714
Palivizumab,53.0,20700.0,0.00256038647343
Palladium,24700.0,4920000.0,0.00502032520325
Palmitic Acid,375.0,259000.0,0.00144787644788
Palonosetron,126.0,17200.0,0.00732558139535
Pamidronic Acid,27.0,1930.0,0.0139896373057
Panax,1590.0,340000.0,0.00467647058824
Pancreatin,64.0,49000.0,0.00130612244898
Pancrelipase,23.0,8970.0,0.0025641025641
Pancreozymin,1300.0,6450.0,0.201550387597
Pancuronium,1540.0,49400.0,0.0311740890688
Panitumumab,31.0,43900.0,0.000706150341686
Pantoprazole,6140.0,143000.0,0.0429370629371
Papain,200.0,227000.0,0.000881057268722
Papaveretum,92.0,3740.0,0.0245989304813
Papaverine,317.0,50900.0,0.0062278978389
Paracetamol,36400.0,1250000.0,0.02912
Parachlorophenol,1.0,2810.0,0.000355871886121
Paradichlorobenzene,61.0,22100.0,0.00276018099548
Paraffins,3150.0,2120000.0,0.0014858490566
Paraldehyde,371.0,13800.0,0.026884057971
Paraphenylenediamine,9.0,16700.0,0.000538922155689
Parathyroid,15200.0,507000.0,0.0299802761341
Parecoxib,117.0,16500.0,0.00709090909091
Pargyline,149.0,14700.0,0.0101360544218
Paricalcitol,82.0,18200.0,0.00450549450549
Parietaria,30.0,41100.0,0.000729927007299
Paroxetine,17300.0,324000.0,0.0533950617284
Parthenium,81.0,61500.0,0.00131707317073
Pasireotide,33.0,8480.0,0.00389150943396
Passiflora,1040.0,401000.0,0.00259351620948
Patent Blue V,8110.0,14900000.0,0.000544295302013
Pausinystalia,29.0,9280.0,0.003125
Pazopanib,94.0,43000.0,0.00218604651163
Pectin,568.0,483000.0,0.00117598343685
Pegademase,4.0,1130.0,0.00353982300885
Pegaptanib,15.0,17000.0,0.000882352941176
Pegaspargase,13.0,5160.0,0.00251937984496
Pegfilgrastim,365.0,24500.0,0.0148979591837
Pegloticase,9.0,5370.0,0.00167597765363
Pegvisomant,27.0,8910.0,0.0030303030303
Pegzerepoetin Alfa,4.0,18.0,0.222222222222
Pelargonium Sidoides,69.0,11700.0,0.00589743589744
Pemetrexed,98.0,70300.0,0.00139402560455
Pemoline,275.0,11600.0,0.0237068965517
Penbutolol,2080.0,6780.0,0.306784660767
Penciclovir,66.0,16100.0,0.00409937888199
Penicillamine,10200.0,68200.0,0.149560117302
Penicillin,19200.0,2350000.0,0.00817021276596
Pentaerythritol Tetranitrate,59.0,9320.0,0.006330472103
Pentagastrin,126.0,17000.0,0.00741176470588
Pentamidine,318.0,44000.0,0.00722727272727
Pentazocine,1470.0,40700.0,0.0361179361179
Pentetic Acid,20.0,2400.0,0.00833333333333
Pentetreotide,42.0,6750.0,0.00622222222222
Pentobarbitone,7030.0,37100.0,0.18948787062
Pentosan,71.0,25100.0,0.00282868525896
Pentostatin,55.0,14200.0,0.00387323943662
Pentoxifylline,509.0,65700.0,0.00774733637747
Pepsin,427.0,244000.0,0.00175
Perampanel,311.0,11400.0,0.0272807017544
Perflexane,9.0,204.0,0.0441176470588
Perflutren,12.0,3600.0,0.00333333333333
Pergolide,377.0,31300.0,0.0120447284345
Perhexiline,31.0,5400.0,0.00574074074074
Pericyazine,39.0,1920.0,0.0203125
Perilla,971.0,495000.0,0.00196161616162
Perindopril,503.0,73500.0,0.00684353741497
Permethrin,206.0,191000.0,0.00107853403141
Perna,21700.0,2860000.0,0.00758741258741
Perphenazine,707.0,29300.0,0.0241296928328
Pertechnetic Acid,12500.0,182.0,68.6813186813
Pertussis Immune Globulin,160.0,11300.0,0.0141592920354
Pertuzumab,448.0,32400.0,0.0138271604938
Pethidine,1860.0,63200.0,0.0294303797468
Peucedanum Oreoselinum,21.0,2300.0,0.00913043478261
Peumus Boldus,24.0,14000.0,0.00171428571429
Phaseolus,563.0,278000.0,0.00202517985612
Phellodendron,79.0,31700.0,0.00249211356467
Phenacetin,10500.0,30400.0,0.345394736842
Phenazepam,314.0,8470.0,0.0370720188902
Phenazocine,64.0,3030.0,0.0211221122112
Phenazone,84.0,7620.0,0.0110236220472
Phenazopyridine,114.0,26600.0,0.00428571428571
Phenelzine,1940.0,51200.0,0.037890625
Phenethicillin,0.0,1420.0,0.0
Pheneturide,25.0,639.0,0.0391236306729
Phenformin,51.0,11200.0,0.00455357142857
Phenindamine,43.0,2430.0,0.017695473251
Phenindione,35.0,19100.0,0.00183246073298
Pheniramine,909.0,16800.0,0.0541071428571
Phenmetrazine,125.0,8030.0,0.0155666251557
Phenobarbital,16400.0,273000.0,0.0600732600733
Phenol,4700.0,2550000.0,0.0018431372549
Phenolphthalein,9570.0,85400.0,0.11206088993
Phenoperidine,78.0,2240.0,0.0348214285714
Phenothrin,4.0,7860.0,0.000508905852417
Phenoxybenzamine,203.0,28400.0,0.00714788732394
Phenoxyethanol,56.0,417000.0,0.000134292565947
Phenoxymethylpenicillin,18900.0,13200.0,1.43181818182
Phentermine,2220.0,411000.0,0.00540145985401
Phentolamine,323.0,49000.0,0.00659183673469
Phenylalanine,1520.0,583000.0,0.00260720411664
Phenylbutazone,264.0,47700.0,0.00553459119497
Phenylbutyric Acid,164.0,10400.0,0.0157692307692
Phenylephrine,1950.0,192000.0,0.01015625
Phenylethyl Alcohol,360.0,41700.0,0.00863309352518
Phenylpropanolamine,241.0,31600.0,0.00762658227848
Phenyltoloxamine,71.0,4510.0,0.0157427937916
Phenytoin,10400.0,312000.0,0.0333333333333
Phleum Pratense,36.0,30400.0,0.00118421052632
Pholcodine,44.0,8430.0,0.00521945432977
Phosphatidyl Choline,975.0,360000.0,0.00270833333333
Phosphatidylserine,974.0,194000.0,0.0050206185567
Phosphoric Acid,4400.0,587000.0,0.00749574105622
Phosphorus,8820.0,2430000.0,0.00362962962963
Phosphorus 32,4000.0,2080000.0,0.00192307692308
Phthalylsulfathiazole,4.0,1520.0,0.00263157894737
Phyllanthus,700.0,108000.0,0.00648148148148
Phytolacca Americana,72.0,30000.0,0.0024
Picrorhiza,121.0,14300.0,0.00846153846154
Pilocarpine,1860.0,94600.0,0.0196617336152
Pimecrolimus,868.0,36700.0,0.023651226158
Pimozide,1440.0,75200.0,0.0191489361702
Pimpinella,1120.0,133000.0,0.00842105263158
Pindolol,1850.0,46200.0,0.0400432900433
Pinellia,99.0,15800.0,0.00626582278481
Pinene Alpha And Beta,118.0,16300.0,0.00723926380368
Pinus,2340.0,1470000.0,0.00159183673469
Pioglitazone,14900.0,212000.0,0.0702830188679
Pipenzolate,37.0,1310.0,0.0282442748092
Piper,34800.0,9190000.0,0.00378672470076
Piperacillin,194.0,95500.0,0.00203141361257
Piperazine,1280.0,180000.0,0.00711111111111
Piperine,283.0,63500.0,0.00445669291339
Pipothiazine,43.0,634.0,0.0678233438486
Piracetam,3010.0,134000.0,0.0224626865672
Pirbuterol,533.0,7150.0,0.0745454545455
Pirenzepine,337.0,13000.0,0.0259230769231
Piretanide,19000.0,3710.0,5.12129380054
Pirfenidone,34.0,21500.0,0.00158139534884
Piritramide,55.0,6230.0,0.00882825040128
Piroxicam,4810.0,140000.0,0.0343571428571
Piscidia Erythrina,26.0,4720.0,0.00550847457627
Pistacia,115.0,108000.0,0.00106481481481
Pivampicillin,7.0,4870.0,0.00143737166324
Pivmecillinam,12.0,5710.0,0.00210157618214
Pixantrone,6.0,7710.0,0.000778210116732
Pizotifen,2000.0,15200.0,0.131578947368
Placebo Unblinded,4060.0,43900.0,0.0924829157175
Plantago,612.0,247000.0,0.00247773279352
Plasma Proteins,34700.0,5760000.0,0.00602430555556
Plasminogen Activator Tissue,1790.0,365000.0,0.00490410958904
Platelets,17200.0,2720000.0,0.00632352941176
Platinum,76500.0,34200000.0,0.00223684210526
Platycodon Grandiflorum,121.0,12200.0,0.00991803278689
Plerixafor,48.0,12300.0,0.00390243902439
Plicamycin,26.0,4420.0,0.00588235294118
Plumbago,311.0,115000.0,0.00270434782609
Poa Species,151.0,106000.0,0.00142452830189
Podophyllotoxin,3700.0,35100.0,0.105413105413
Podophyllum,73.0,56800.0,0.00128521126761
Pogostemon,29.0,65200.0,0.000444785276074
Poldine,3.0,3200.0,0.0009375
Polidronium,0.0,178.0,0.0
Poloxamer,142.0,56800.0,0.0025
Poly L Lactic Acid,869.0,660000.0,0.00131666666667
Polycarbophil,29.0,8300.0,0.00349397590361
Polycarpaea Corymbosa,10.0,778.0,0.012853470437
Polyestradiol Phosphate,6.0,1280.0,0.0046875
Polyethylene,4690.0,3030000.0,0.00154785478548
Polygala,359.0,83100.0,0.00432009626955
Polygeline,25.0,2860.0,0.00874125874126
Polyglactins,21.0,29400.0,0.000714285714286
Polyglycolic Acid,581.0,50400.0,0.0115277777778
Polyglyconate,4.0,2970.0,0.0013468013468
Polygonatum,90.0,76700.0,0.00117340286832
Polygonum,224.0,214000.0,0.00104672897196
Polyhexanide,2.0,4320.0,0.000462962962963
Polymyxin,194.0,132000.0,0.0014696969697
Polynoxylin,3.0,409.0,0.00733496332518
Polyoxyethylene Lauryl Ethers Mixed,63.0,29300.0,0.00215017064846
Polyoxyethylene Stearate,85.0,17300.0,0.00491329479769
Polysorbate,19700.0,261000.0,0.0754789272031
Polystyrene Sulphonate,71.0,24600.0,0.00288617886179
Polythiazide,27.0,3000.0,0.009
Polyurethane,949.0,3400000.0,0.000279117647059
Polyvinyl Alcohol,688.0,718000.0,0.000958217270195
Pomalidomide,116.0,40500.0,0.00286419753086
Ponatinib,28.0,19200.0,0.00145833333333
Poncirus,43.0,34500.0,0.00124637681159
Pongamia,96.0,33800.0,0.00284023668639
Populus,9260.0,595000.0,0.0155630252101
Porfimer Sodium,23.0,4800.0,0.00479166666667
Poria Cocos,226.0,22600.0,0.01
Portulaca,1240.0,189000.0,0.00656084656085
Posaconazole,504.0,38500.0,0.0130909090909
Potassium,38000.0,6600000.0,0.00575757575758
Potassium Acetate,3070.0,1020000.0,0.00300980392157
Potassium Benzoate,256.0,196000.0,0.00130612244898
Potassium Bicarbonate,1880.0,352000.0,0.00534090909091
Potassium Bromide,1880.0,400000.0,0.0047
Potassium Chloride,12300.0,2120000.0,0.00580188679245
Potassium Chloride Potassium 42,6100.0,1160000.0,0.00525862068966
Potassium Citrate,11300.0,475000.0,0.0237894736842
Potassium Gluconate,1720.0,125000.0,0.01376
Potassium Hydroxide,12200.0,982000.0,0.0124236252546
Potassium Iodate,870.0,51700.0,0.0168278529981
Potassium Iodide,874.0,431000.0,0.00202784222738
Potassium Nitrate,1650.0,871000.0,0.00189437428243
Potassium Nitrite,557.0,159000.0,0.00350314465409
Potassium Permanganate,230.0,165000.0,0.00139393939394
Potassium Phosphate,13000.0,1380000.0,0.00942028985507
Potassium Sorbate,89.0,177000.0,0.000502824858757
Potassium Sulphate,6420.0,339000.0,0.0189380530973
Potassium Thiocyanate,102.0,59500.0,0.00171428571429
Potentilla,59.0,212000.0,0.000278301886792
Povidone,1220.0,186000.0,0.00655913978495
Povidone Iodine,238.0,101000.0,0.00235643564356
Practolol,55.0,9310.0,0.00590762620838
Pramipexole,1750.0,60800.0,0.0287828947368
Pramocaine,8.0,1090.0,0.00733944954128
Prasterone,5.0,4280.0,0.00116822429907
Prasugrel,173.0,66400.0,0.00260542168675
Pravastatin,2710.0,144000.0,0.0188194444444
Prazepam,753.0,10300.0,0.0731067961165
Praziquantel,1040.0,96800.0,0.0107438016529
Prazosin,5520.0,114000.0,0.0484210526316
Prednisolone,26100.0,466000.0,0.056008583691
Prednisone,11100.0,1040000.0,0.0106730769231
Pregabalin,16800.0,143000.0,0.117482517483
Prenalterol,9.0,3030.0,0.0029702970297
Prenylamine,65.0,3380.0,0.0192307692308
Prethcamide,1.0,160.0,0.00625
Prilocaine,568.0,39800.0,0.0142713567839
Primaquine,172.0,42200.0,0.00407582938389
Primidone,6220.0,52100.0,0.119385796545
Primula,1670.0,532000.0,0.00313909774436
Pristinamycin,5.0,6010.0,0.000831946755408
Probenecid,5770.0,123000.0,0.0469105691057
Probucol,114.0,24000.0,0.00475
Procainamide,1170.0,63500.0,0.0184251968504
Procaine,1230.0,95500.0,0.0128795811518
Procarbazine,245.0,44100.0,0.00555555555556
Prochlorperazine,1650.0,74700.0,0.0220883534137
Procyclidine,195.0,17100.0,0.0114035087719
Proflavine,4.0,6420.0,0.000623052959502
Progesterone,5730.0,1300000.0,0.00440769230769
Progestogen,16700.0,99200.0,0.168346774194
Proguanil,215.0,41200.0,0.00521844660194
Proline,2090.0,2840000.0,0.000735915492958
Prolintane,41.0,2250.0,0.0182222222222
Promazine,248.0,20500.0,0.0120975609756
Promethazine,10700.0,216000.0,0.049537037037
Propafenone,795.0,49700.0,0.0159959758551
Propamidine,6.0,3880.0,0.00154639175258
Propane,66700.0,4230000.0,0.015768321513
Propanidid,163.0,2700.0,0.0603703703704
Propantheline,169.0,13000.0,0.013
Propicillin,170.0,1220.0,0.139344262295
Propiolactone,7.0,12800.0,0.000546875
Propionic Acid,1560.0,242000.0,0.00644628099174
Propiverine,24.0,4520.0,0.00530973451327
Propofol,24400.0,347000.0,0.0703170028818
Propolis,1560.0,1280000.0,0.00121875
Propranolol,7660.0,568000.0,0.013485915493
Propyl Alcohol,930.0,386000.0,0.00240932642487
Propyl Gallate,62.0,36600.0,0.00169398907104
Propyl Hydroxybenzoate,172.0,13700.0,0.0125547445255
Propylene Glycol,2320.0,596000.0,0.00389261744966
Propylene Phenoxetol,8.0,366.0,0.0218579234973
Propyliodone,1.0,584.0,0.00171232876712
Propyphenazone,17.0,4420.0,0.00384615384615
Protamine,465.0,183000.0,0.00254098360656
Protease,6640.0,2650000.0,0.00250566037736
Protein C,76900.0,38500000.0,0.0019974025974
Protein S,82400.0,46200000.0,0.00178354978355
Prothionamide,0.0,3880.0,0.0
Protionamide,1.0,1360.0,0.000735294117647
